"@timestamp",Class,"Class.keyword",Device,Level,Line,Message,Method,Pod,Service,Subscriber,Thread,"_id","_index","_score","_type"
"Jan 15, 2023 @ 22:15:41.546","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool",roqkubtpnm,DEBUG,45," The channel is borrowed from the pool, Channel pool size[IDLE]: 15, Active: 20, Waiters: 0  ",borrowObject,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","U4XbtoUB-R0zLxEj4a_R","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.546","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool","com.genband.util.broker.rabbitmq.RabbitmqChannelsPool",roqkubtpnm,DEBUG,44," Active Channel size: 20  ",borrowObject,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","bIXbtoUB-R0zLxEj4a_x","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.545","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler","com.genband.app.callbroker.amqp.handlers.OutgoingAmqpHandler",roqkubtpnm,DEBUG,33," Sending a ServiceAction: subscribe Request To: spidrcalladapter   ",sendRequest,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","X4XbtoUB-R0zLxEj4a_W","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.545","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory",roqkubtpnm,DEBUG,357," Get correlationId from threadcontext  ",getCorrelationIDFromThreadContext,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","aYXbtoUB-R0zLxEj4a_r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.544","com.genband.util.provisioning.PortalProvisioningService","com.genband.util.provisioning.PortalProvisioningService",roqkubtpnm,DEBUG,56," retrieving portal user:IhrblzMlQ7gbooyH using class:class com.genband.app.callbroker.entities.User  ",getSimpleUser,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","V4XbtoUB-R0zLxEj4a_U","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.544","com.genband.fsmutils.TransactionContextRepository","com.genband.fsmutils.TransactionContextRepository",roqkubtpnm,DEBUG,80," Message successfully persisted: {""version"":""1"",""messageRealm"":""external"",""messageParams"":{""subscriber"":""IhrblzMlQ7gbooyH"",""calledMessageQueue"":""restamqpgw-restamqpgw-858f67c84-b4lc8"",""type"":""request"",""messageID"":""fd919e41-ed32-4ec5-ad15-02df229d0d8d"",""correlationID"":""6cbb834761b68df3f7f87c0e98b4020e"",""transactionID"":""9239a7b7-d020-4b2d-96b4-274f3002c4af"",""originatingMS"":""restamqpgw"",""terminatingMS"":""callbroker"",""authorization"":""Bearer eyJraWQiOiJhdHQiLCJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJJaHJibHpNbFE3Z2Jvb3lIIiwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOltdfX0sImFsbG93ZWQtb3JpZ2lucyI6W10sInNtcy1kaWQtbGlzdCI6IisxMjA4MjI1NjE2OSwrMTcxOTI0NzU0OTMiLCJpc3MiOiJodHRwczpcL1wva3ZzMS1jcGFhcy1vYXV0aC5rYW5keS5pbyIsInNlcnZpY2VzLWlkZW50aXR5IjoiY3RhYjEwMUBjdGFia3ZzLnM4a2UuYXR0LmNvbSIsInR5cCI6IkJlYXJlciIsInByZWZlcnJlZF91c2VybmFtZSI6IklocmJsek1sUTdnYm9veUgiLCJnaXZlbl9uYW1lIjoiY3RhYjEwMSIsImF1ZCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhY3IiOiIxIiwibmJmIjowLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsibG9jYWxpemF0aW9uIiwibm90aWZpY2F0aW9uY2hhbm5lbCIsImF1dGgiLCJ3ZWJydGNzaWduYWxpbmciLCJjbGlja3RvY2FsbCIsImRpcmVjdG9yeSIsImFkZHJlc3Nib29rIiwibm1zIiwiY2hhdCIsIndlYnNvY2tldCIsIjUxMzhhZWJmLThiNDEtNGEzNy04NmFmLWQ2MjY2OTlkMmNjNyIsInByZXNlbmNlIiwic21zbWVzc2FnaW5nIl19LCJjYWxsLWRpZC1saXN0IjoiKzEyMDgyMjU2MTY5LCsxNzE5MjQ3NTQ5MyIsImF6cCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhdXRoX3RpbWUiOjAsInNjb3BlIjoib3BlbmlkIiwicmVhbG0iOiJhdHQiLCJzZXNzaW9uX3N0YXRlIjoiODliOTE3MzgtYjgyMy00NzFmLTg4MTktNjU1OTVhN2Y1YTEyIiwiZXhwIjoxNjczODM4OTM5LCJmYW1pbHlfbmFtZSI6ImN0YWIxMDEiLCJpYXQiOjE2NzM4MTAxNDAsImVtYWlsIjoiY3RhYjEwMUBkZWJzbWFpbC5jb20iLCJqdGkiOiIwNGJiOWIzNy1kY2E0LTRhYzctODEzYy1lZmQ3OGJlN2JjNzkifQ.oMbgi9hAInXu_0CPFM4Ne76-6angsfWkrzYnnFR5_7MLZ_5l1-bSQBXl6WFVUpW8rxLKN0W9f0Xtr777mgis2ysHtxEPJznRHREIB85nsG2-fVPHXs8vCi7wTyuraNwx4OW9VQjsqoVUkWRnRw8gbBiN_GzYyC_eR8jnBNyGzxacbZFqKKztM2LFiCBudr9EIxx6oYgNXqv312zwPcpffZRoE1yVOPfss4ju2MhtV3F0kMM3uC8qZ16MrOd_6SFLQ_kEb-t_YaO5jn6WsF07qcMvLr-KGGtMcl3O2WyHmUWCcckhDEbzFQdV4cG2Oe2q9ovcr7PCtnuiyfRBd3nwSg""""proxyHttpHeaders"":""{x-cpaas-agent=[CTAB]}""},""serviceAction"":""webrtcsignaling"",""serviceData"":{""version"":null,""externalProtocol"":""http"",""httpParams"":{""type"":request,""verb"":""POST"",""path"":""/cpaas/webrtcsignaling/v1/IhrblzMlQ7gbooyH/subscriptions"",""statusCode"":null,""statusText"":null,""headers"":{host=[restamqpgw.platform.svc.cluster.local:8080], connection=[keep-alive], x-forwarded-for=[10.102.198.11, 10.32.13.0], x-forwarded-proto=[https], x-forwarded-host=[kvs1-cpaas-oauth.kandy.io], x-forwarded-port=[8000], x-real-ip=[10.102.198.11], content-length=[143], x-correlationid=[6cbb834761b68df3f7f87c0e98b4020e], accept=[text/plain, application/xml, text/xml, application/json, application/*+xml, application/*+json, */*], x-cpaas-invalid=[ctab;invalid], authorization=[Bearer eyJraWQiOiJhdHQiLCJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJJaHJibHpNbFE3Z2Jvb3lIIiwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOltdfX0sImFsbG93ZWQtb3JpZ2lucyI6W10sInNtcy1kaWQtbGlzdCI6IisxMjA4MjI1NjE2OSwrMTcxOTI0NzU0OTMiLCJpc3MiOiJodHRwczpcL1wva3ZzMS1jcGFhcy1vYXV0aC5rYW5keS5pbyIsInNlcnZpY2VzLWlkZW50aXR5IjoiY3RhYjEwMUBjdGFia3ZzLnM4a2UuYXR0LmNvbSIsInR5cCI6IkJlYXJlciIsInByZWZlcnJlZF91c2VybmFtZSI6IklocmJsek1sUTdnYm9veUgiLCJnaXZlbl9uYW1lIjoiY3RhYjEwMSIsImF1ZCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhY3IiOiIxIiwibmJmIjowLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsibG9jYWxpemF0aW9uIiwibm90aWZpY2F0aW9uY2hhbm5lbCIsImF1dGgiLCJ3ZWJydGNzaWduYWxpbmciLCJjbGlja3RvY2FsbCIsImRpcmVjdG9yeSIsImFkZHJlc3Nib29rIiwibm1zIiwiY2hhdCIsIndlYnNvY2tldCIsIjUxMzhhZWJmLThiNDEtNGEzNy04NmFmLWQ2MjY2OTlkMmNjNyIsInByZXNlbmNlIiwic21zbWVzc2FnaW5nIl19LCJjYWxsLWRpZC1saXN0IjoiKzEyMDgyMjU2MTY5LCsxNzE5MjQ3NTQ5MyIsImF6cCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhdXRoX3RpbWUiOjAsInNjb3BlIjoib3BlbmlkIiwicmVhbG0iOiJhdHQiLCJzZXNzaW9uX3N0YXRlIjoiODliOTE3MzgtYjgyMy00NzFmLTg4MTktNjU1OTVhN2Y1YTEyIiwiZXhwIjoxNjczODM4OTM5LCJmYW1pbHlfbmFtZSI6ImN0YWIxMDEiLCJpYXQiOjE2NzM4MTAxNDAsImVtYWlsIjoiY3RhYjEwMUBkZWJzbWFpbC5jb20iLCJqdGkiOiIwNGJiOWIzNy1kY2E0LTRhYzctODEzYy1lZmQ3OGJlN2JjNzkifQ.oMbgi9hAInXu_0CPFM4Ne76-6angsfWkrzYnnFR5_7MLZ_5l1-bSQBXl6WFVUpW8rxLKN0W9f0Xtr777mgis2ysHtxEPJznRHREIB85nsG2-fVPHXs8vCi7wTyuraNwx4OW9VQjsqoVUkWRnRw8gbBiN_GzYyC_eR8jnBNyGzxacbZFqKKztM2LFiCBudr9EIxx6oYgNXqv312zwPcpffZRoE1yVOPfss4ju2MhtV3F0kMM3uC8qZ16MrOd_6SFLQ_kEb-t_YaO5jn6WsF07qcMvLr-KGGtMcl3O2WyHmUWCcckhDEbzFQdV4cG2Oe2q9ovcr7PCtnuiyfRBd3nwSg], x-cpaas-agent=[CTAB], content-type=[application/json], user-agent=[Apache-HttpClient/4.5.11 (Java/1.8.0_151)], accept-encoding=[gzip,deflate], x-consumer-id=[6100e4b3-a004-490f-9ed9-7ef07c84e2ac], x-consumer-username=[att]},""queryParams"":null,""payload"":{""contentType"":json,""contentData"":{""wrtcsNotificationSubscription"":{""callBackReference"":{""notifyUrl"":""ws-96ac6ecb-aeec-49de-994c-4891ceedd8d7""},""clientCorrelator"":""roqkubtpnm"",""resourceUrl"":null},""wrtcsSubscriptionList"":null,""requestError"":null,""notificationMessage"":null,""wrtcsAnswer"":null,""wrtcsSessionList"":null,""wrtcsSessionStatus"":null,""wrtcsSession"":null,""wrtcsOffer"":null,""wrtcsIceCandidates"":null,""wrtcsTransfer"":null,""wrtcsTurnCredentials"":null,""wrtcsForward"":null,""clientCorrelator"":null}}},""subscription"":null,""statusCode"":null,""statusText"":null,""service"":null,""channelId"":null,""clientCorrelator"":null,""deliveryList"":null,""notificationPayloadType"":null,""notificationPayload"":null,""pushDataPrivacyEnabled"":null,""largeSDP"":null,""pushParams"":null,""wrtcsSessionList"":null,""wrtcsSessionStatus"":null,""sessionId"":null,""wrtcsAnswer"":null,""wrtcsEventNotification"":null,""wrtcsSession"":null,""wrtcsOffer"":null,""wrtcsIceCandidates"":null,""wrtcsTransfer"":null,""wrtcsTurnCredentials"":null,""wrtcsForward"":null,""requestError"":null,""originatorTn"":null}}  ",persistMessage,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","YYXbtoUB-R0zLxEj4a_W","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.541","com.genband.fsmutils.TransactionContextRepository","com.genband.fsmutils.TransactionContextRepository",roqkubtpnm,DEBUG,57," Persisting message...  ",persistMessage,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","W4XbtoUB-R0zLxEj4a_V","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.540","com.genband.app.callbroker.utils.MessageConstructionFactory","com.genband.app.callbroker.utils.MessageConstructionFactory",roqkubtpnm,DEBUG,114," Starting To Process GenerateSubscriptionRequestToAdapter   ",generateSubscriptionRequestToAdapter,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","Y4XbtoUB-R0zLxEj4a_X","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.540","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction","com.genband.app.callbroker.fsm.subs.actions.SubscriptionAction",roqkubtpnm,DEBUG,75," Starting to process subscription request...  ",handleRequest,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","ZYXbtoUB-R0zLxEj4a_h","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.539","com.genband.app.callbroker.fsm.subs.fsmutils.SubsStateMachineManager","com.genband.app.callbroker.fsm.subs.fsmutils.SubsStateMachineManager",roqkubtpnm,DEBUG,34," Created New SUBSCRIPTION State Machine With UUID: e0890a06-a25b-436a-aaff-c63a17c191a6  And With EncodedId: SWhyYmx6TWxRN2dib295SDpyb3FrdWJ0cG5t  ",createStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","VIXbtoUB-R0zLxEj4a_S","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.539","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction",roqkubtpnm,DEBUG,34," Saved State Machine With UUID: e0890a06-a25b-436a-aaff-c63a17c191a6 And SmId: SWhyYmx6TWxRN2dib295SDpyb3FrdWJ0cG5t   ",execute,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","UoXbtoUB-R0zLxEj4a_R","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.538","com.genband.app.callbroker.fsm.shared.StateMachineManager","com.genband.app.callbroker.fsm.shared.StateMachineManager",roqkubtpnm,DEBUG,54," Saved State machine with  and SmId: SWhyYmx6TWxRN2dib295SDpyb3FrdWJ0cG5t   ",saveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","a4XbtoUB-R0zLxEj4a_x","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.536","com.genband.app.callbroker.fsm.shared.MachineCache","com.genband.app.callbroker.fsm.shared.MachineCache",roqkubtpnm,DEBUG,40," Saving State Machine for Identifier: SWhyYmx6TWxRN2dib295SDpyb3FrdWJ0cG5t  ",saveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","aIXbtoUB-R0zLxEj4a_r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.536","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction","com.genband.app.callbroker.fsm.subs.actions.SubsInitAction",roqkubtpnm,DEBUG,30," Returning To Initial State...  ",execute,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","XoXbtoUB-R0zLxEj4a_W","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.535","com.genband.app.callbroker.fsm.shared.StateMachineManager","com.genband.app.callbroker.fsm.shared.StateMachineManager",roqkubtpnm,DEBUG,41," Could Not Find An Existing State Machine, Creating One Now...  ",initStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","VoXbtoUB-R0zLxEj4a_U","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.534","com.genband.app.callbroker.fsm.shared.MachineCache","com.genband.app.callbroker.fsm.shared.MachineCache",roqkubtpnm,DEBUG,30," Retrieving State Machine for Identifier: SWhyYmx6TWxRN2dib295SDpyb3FrdWJ0cG5t  ",getStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","WYXbtoUB-R0zLxEj4a_V","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.534","com.genband.app.callbroker.fsm.shared.StateMachineManager","com.genband.app.callbroker.fsm.shared.StateMachineManager",roqkubtpnm,DEBUG,68," Starting To Process RetrieveStateMachine ...  ",retrieveStateMachine,"callbroker-5998f859cf-kv5hl",callbroker,IhrblzMlQ7gbooyH,"rabbitmqWorker-1-thread-226","WoXbtoUB-R0zLxEj4a_V","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.510","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory","${ctx:device}",DEBUG,285," Starting to set proxy http headers  ",deserializeMessage,"callbroker-5998f859cf-kv5hl",callbroker,"${ctx:subscriber}","pool-4-thread-12","Z4XbtoUB-R0zLxEj4a_r","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:41.509","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory","${ctx:device}",INTERNALTRACE,281," Message is: {""version"":""1"",""messageRealm"":""external"",""serviceAction"":""webrtcsignaling"",""messageParams"":{""subscriber"":""IhrblzMlQ7gbooyH"",""calledMessageQueue"":""restamqpgw-restamqpgw-858f67c84-b4lc8"",""type"":""request"",""messageID"":""fd919e41-ed32-4ec5-ad15-02df229d0d8d"",""correlationID"":""6cbb834761b68df3f7f87c0e98b4020e"",""transactionID"":""9239a7b7-d020-4b2d-96b4-274f3002c4af"",""originatingMS"":""restamqpgw"",""terminatingMS"":""callbroker"",""authorization"":""Bearer eyJraWQiOiJhdHQiLCJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJJaHJibHpNbFE3Z2Jvb3lIIiwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOltdfX0sImFsbG93ZWQtb3JpZ2lucyI6W10sInNtcy1kaWQtbGlzdCI6IisxMjA4MjI1NjE2OSwrMTcxOTI0NzU0OTMiLCJpc3MiOiJodHRwczpcL1wva3ZzMS1jcGFhcy1vYXV0aC5rYW5keS5pbyIsInNlcnZpY2VzLWlkZW50aXR5IjoiY3RhYjEwMUBjdGFia3ZzLnM4a2UuYXR0LmNvbSIsInR5cCI6IkJlYXJlciIsInByZWZlcnJlZF91c2VybmFtZSI6IklocmJsek1sUTdnYm9veUgiLCJnaXZlbl9uYW1lIjoiY3RhYjEwMSIsImF1ZCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhY3IiOiIxIiwibmJmIjowLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsibG9jYWxpemF0aW9uIiwibm90aWZpY2F0aW9uY2hhbm5lbCIsImF1dGgiLCJ3ZWJydGNzaWduYWxpbmciLCJjbGlja3RvY2FsbCIsImRpcmVjdG9yeSIsImFkZHJlc3Nib29rIiwibm1zIiwiY2hhdCIsIndlYnNvY2tldCIsIjUxMzhhZWJmLThiNDEtNGEzNy04NmFmLWQ2MjY2OTlkMmNjNyIsInByZXNlbmNlIiwic21zbWVzc2FnaW5nIl19LCJjYWxsLWRpZC1saXN0IjoiKzEyMDgyMjU2MTY5LCsxNzE5MjQ3NTQ5MyIsImF6cCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhdXRoX3RpbWUiOjAsInNjb3BlIjoib3BlbmlkIiwicmVhbG0iOiJhdHQiLCJzZXNzaW9uX3N0YXRlIjoiODliOTE3MzgtYjgyMy00NzFmLTg4MTktNjU1OTVhN2Y1YTEyIiwiZXhwIjoxNjczODM4OTM5LCJmYW1pbHlfbmFtZSI6ImN0YWIxMDEiLCJpYXQiOjE2NzM4MTAxNDAsImVtYWlsIjoiY3RhYjEwMUBkZWJzbWFpbC5jb20iLCJqdGkiOiIwNGJiOWIzNy1kY2E0LTRhYzctODEzYy1lZmQ3OGJlN2JjNzkifQ.oMbgi9hAInXu_0CPFM4Ne76-6angsfWkrzYnnFR5_7MLZ_5l1-bSQBXl6WFVUpW8rxLKN0W9f0Xtr777mgis2ysHtxEPJznRHREIB85nsG2-fVPHXs8vCi7wTyuraNwx4OW9VQjsqoVUkWRnRw8gbBiN_GzYyC_eR8jnBNyGzxacbZFqKKztM2LFiCBudr9EIxx6oYgNXqv312zwPcpffZRoE1yVOPfss4ju2MhtV3F0kMM3uC8qZ16MrOd_6SFLQ_kEb-t_YaO5jn6WsF07qcMvLr-KGGtMcl3O2WyHmUWCcckhDEbzFQdV4cG2Oe2q9ovcr7PCtnuiyfRBd3nwSg"",""proxyHttpHeaders"":null},""serviceData"":{""externalProtocol"":""http"",""httpParams"":{""type"":""request"",""verb"":""POST"",""path"":""/cpaas/webrtcsignaling/v1/IhrblzMlQ7gbooyH/subscriptions"",""headers"":{""host"":[""restamqpgw.platform.svc.cluster.local:8080""],""connection"":[""keep-alive""],""x-forwarded-for"":[""10.102.198.11, 10.32.13.0""],""x-forwarded-proto"":[""https""],""x-forwarded-host"":[""kvs1-cpaas-oauth.kandy.io""],""x-forwarded-port"":[""8000""],""x-real-ip"":[""10.102.198.11""],""content-length"":[""143""],""x-correlationid"":[""6cbb834761b68df3f7f87c0e98b4020e""],""accept"":[""text/plain, application/xml, text/xml, application/json, application/*+xml, application/*+json, */*""],""x-cpaas-invalid"":[""ctab;invalid""],""authorization"":[""Bearer eyJraWQiOiJhdHQiLCJ0eXAiOiJKV1QiLCJhbGciOiJSUzI1NiJ9.eyJzdWIiOiJJaHJibHpNbFE3Z2Jvb3lIIiwicmVzb3VyY2VfYWNjZXNzIjp7ImFjY291bnQiOnsicm9sZXMiOltdfX0sImFsbG93ZWQtb3JpZ2lucyI6W10sInNtcy1kaWQtbGlzdCI6IisxMjA4MjI1NjE2OSwrMTcxOTI0NzU0OTMiLCJpc3MiOiJodHRwczpcL1wva3ZzMS1jcGFhcy1vYXV0aC5rYW5keS5pbyIsInNlcnZpY2VzLWlkZW50aXR5IjoiY3RhYjEwMUBjdGFia3ZzLnM4a2UuYXR0LmNvbSIsInR5cCI6IkJlYXJlciIsInByZWZlcnJlZF91c2VybmFtZSI6IklocmJsek1sUTdnYm9veUgiLCJnaXZlbl9uYW1lIjoiY3RhYjEwMSIsImF1ZCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhY3IiOiIxIiwibmJmIjowLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsibG9jYWxpemF0aW9uIiwibm90aWZpY2F0aW9uY2hhbm5lbCIsImF1dGgiLCJ3ZWJydGNzaWduYWxpbmciLCJjbGlja3RvY2FsbCIsImRpcmVjdG9yeSIsImFkZHJlc3Nib29rIiwibm1zIiwiY2hhdCIsIndlYnNvY2tldCIsIjUxMzhhZWJmLThiNDEtNGEzNy04NmFmLWQ2MjY2OTlkMmNjNyIsInByZXNlbmNlIiwic21zbWVzc2FnaW5nIl19LCJjYWxsLWRpZC1saXN0IjoiKzEyMDgyMjU2MTY5LCsxNzE5MjQ3NTQ5MyIsImF6cCI6IlBVQi1jdGFia3ZzLnM4a2UiLCJhdXRoX3RpbWUiOjAsInNjb3BlIjoib3BlbmlkIiwicmVhbG0iOiJhdHQiLCJzZXNzaW9uX3N0YXRlIjoiODliOTE3MzgtYjgyMy00NzFmLTg4MTktNjU1OTVhN2Y1YTEyIiwiZXhwIjoxNjczODM4OTM5LCJmYW1pbHlfbmFtZSI6ImN0YWIxMDEiLCJpYXQiOjE2NzM4MTAxNDAsImVtYWlsIjoiY3RhYjEwMUBkZWJzbWFpbC5jb20iLCJqdGkiOiIwNGJiOWIzNy1kY2E0LTRhYzctODEzYy1lZmQ3OGJlN2JjNzkifQ.oMbgi9hAInXu_0CPFM4Ne76-6angsfWkrzYnnFR5_7MLZ_5l1-bSQBXl6WFVUpW8rxLKN0W9f0Xtr777mgis2ysHtxEPJznRHREIB85nsG2-fVPHXs8vCi7wTyuraNwx4OW9VQjsqoVUkWRnRw8gbBiN_GzYyC_eR8jnBNyGzxacbZFqKKztM2LFiCBudr9EIxx6oYgNXqv312zwPcpffZRoE1yVOPfss4ju2MhtV3F0kMM3uC8qZ16MrOd_6SFLQ_kEb-t_YaO5jn6WsF07qcMvLr-KGGtMcl3O2WyHmUWCcckhDEbzFQdV4cG2Oe2q9ovcr7PCtnuiyfRBd3nwSg""],""x-cpaas-agent"":[""CTAB""],""content-type"":[""application/json""],""user-agent"":[""Apache-HttpClient/4.5.11 (Java/1.8.0_151)""],""accept-encoding"":[""gzip,deflate""],""x-consumer-id"":[""6100e4b3-a004-490f-9ed9-7ef07c84e2ac""],""x-consumer-username"":[""att""]},""payload"":{""contentType"":""json"",""contentData"":{""wrtcsNotificationSubscription"":{""callbackReference"":{""notifyURL"":""ws-96ac6ecb-aeec-49de-994c-4891ceedd8d7""},""clientCorrelator"":""roqkubtpnm""}}}}}}   ",deserializeMessage,"callbroker-5998f859cf-kv5hl",callbroker,"${ctx:subscriber}","pool-4-thread-12","XYXbtoUB-R0zLxEj4a_W","logging-000338","-","_doc"
"Jan 15, 2023 @ 22:15:40.373","com.genband.util.broker.util.MessageFactory","com.genband.util.broker.util.MessageFactory","${ctx:device}",DEBUG,285," Starting to set proxy http headers  ",deserializeMessage,"callbroker-5998f859cf-kv5hl",callbroker,"${ctx:subscriber}","pool-4-thread-11","GoXbtoUB-R0zLxEj3a5M","logging-000338","-","_doc"
